user_id,month,Calls Made,Minutes Spent,Mb Used,Messages Sent,plan
1029,November,84.0,638.0,14210.220000000001,16.0,surf
1029,October,96.0,692.0,17605.99,12.0,surf
1029,September,116.0,763.0,13719.060000000005,9.0,surf
1030,December,69.0,417.0,15567.17,10.0,ultimate
1030,November,72.0,472.0,16646.68,11.0,ultimate
1030,October,75.0,469.0,11302.290000000003,9.0,ultimate
1031,August,62.0,483.0,21615.939999999995,2.0,ultimate
1031,December,75.0,471.0,12622.109999999999,5.0,ultimate
1031,July,36.0,304.0,10653.04,1.0,ultimate
1031,November,85.0,611.0,16198.940000000002,1.0,ultimate
1031,October,74.0,563.0,18775.729999999996,2.0,ultimate
1031,September,76.0,515.0,13005.919999999996,3.0,ultimate
1032,December,92.0,761.0,14290.59,20.0,ultimate
1032,November,42.0,311.0,14469.159999999996,22.0,ultimate
1033,December,98.0,596.0,21003.899999999994,32.0,ultimate
1033,November,112.0,926.0,27039.350000000013,37.0,ultimate
1033,October,110.0,858.0,28522.22,34.0,ultimate
1033,September,28.0,167.0,5349.94,5.0,ultimate
1034,August,2.0,7.0,997.42,4.0,surf
1035,December,74.0,627.0,15500.039999999999,66.0,surf
1036,August,79.0,512.0,19505.929999999997,77.0,ultimate
1036,December,50.0,368.0,8787.789999999999,45.0,ultimate
1036,July,68.0,537.0,12116.670000000004,63.0,ultimate
1036,June,19.0,161.0,1449.3700000000001,19.0,ultimate
1036,November,73.0,517.0,10044.92,76.0,ultimate
1036,October,71.0,421.0,11220.669999999998,75.0,ultimate
1036,September,54.0,299.0,14974.610000000004,83.0,ultimate
1037,December,67.0,463.0,14370.440000000002,44.0,ultimate
1038,December,78.0,475.0,45020.31,113.0,ultimate
1038,November,69.0,414.0,37946.04000000001,106.0,ultimate
1038,October,24.0,181.0,22299.499999999996,36.0,ultimate
1039,August,80.0,417.0,22398.410000000003,23.0,ultimate
1039,December,77.0,566.0,20219.180000000004,25.0,ultimate
1039,July,71.0,460.0,20939.149999999994,30.0,ultimate
1039,June,40.0,323.0,6010.620000000001,4.0,ultimate
1039,November,71.0,491.0,26185.960000000003,17.0,ultimate
1039,October,59.0,457.0,13511.26,23.0,ultimate
1039,September,64.0,500.0,18558.81,25.0,ultimate
1040,December,43.0,294.0,16961.399999999998,,surf
1041,April,60.0,453.0,20601.58,,ultimate
1041,August,58.0,493.0,24733.290000000005,,ultimate
1041,December,57.0,418.0,16863.449999999997,,ultimate
1041,July,65.0,533.0,23400.719999999998,,ultimate
1041,June,52.0,311.0,20033.170000000006,,ultimate
1041,March,4.0,23.0,1586.39,,ultimate
1041,May,54.0,407.0,18259.459999999995,,ultimate
1041,November,49.0,297.0,24967.660000000007,,ultimate
1041,October,65.0,449.0,19097.12,,ultimate
1041,September,46.0,298.0,22056.280000000002,,ultimate
1042,April,44.0,279.0,7102.400000000001,,surf
1042,August,44.0,358.0,6493.249999999999,,surf
1042,December,46.0,360.0,6022.1,,surf
1042,February,37.0,254.0,6801.48,,surf
1042,January,18.0,114.0,1854.93,,surf
1042,July,48.0,374.0,6543.500000000001,,surf
1042,June,52.0,372.0,9149.529999999999,,surf
1042,March,39.0,214.0,7400.579999999999,,surf
1042,May,51.0,489.0,9061.439999999999,,surf
1042,November,42.0,300.0,9287.95,,surf
1042,October,41.0,281.0,6118.259999999999,,surf
1042,September,41.0,252.0,13960.01,,surf
1043,August,23.0,116.0,30372.949999999997,102.0,ultimate
1043,December,32.0,228.0,38464.82000000001,87.0,ultimate
1043,July,38.0,321.0,27989.01,85.0,ultimate
1043,June,12.0,79.0,9891.43,30.0,ultimate
1043,November,25.0,185.0,33572.26000000001,107.0,ultimate
1043,October,24.0,188.0,31327.209999999992,87.0,ultimate
1043,September,28.0,200.0,32619.75999999999,101.0,ultimate
1044,August,1.0,13.0,,,surf
1044,December,39.0,312.0,15473.810000000003,31.0,surf
1044,November,50.0,317.0,24572.15,37.0,surf
1044,October,33.0,172.0,20635.53,45.0,surf
1044,September,35.0,346.0,22425.249999999993,47.0,surf
1045,December,86.0,623.0,17012.319999999996,47.0,surf
1045,November,77.0,567.0,24871.180000000004,49.0,surf
1045,October,53.0,309.0,9178.750000000002,34.0,surf
1046,August,77.0,507.0,24950.449999999997,38.0,surf
1046,December,83.0,644.0,13891.55,32.0,surf
1046,July,79.0,509.0,22016.179999999997,51.0,surf
1046,June,47.0,350.0,10538.279999999999,20.0,surf
1046,November,72.0,421.0,25165.010000000013,31.0,surf
1046,October,81.0,576.0,25833.189999999995,27.0,surf
1046,September,79.0,522.0,25161.01000000001,39.0,surf
1047,December,48.0,369.0,17146.800000000003,7.0,ultimate
1048,August,13.0,72.0,2256.76,,surf
1048,December,24.0,163.0,9290.36,,surf
1048,November,39.0,259.0,10699.550000000001,,surf
1048,October,25.0,198.0,12249.230000000001,,surf
1048,September,32.0,260.0,8806.79,,surf
1049,April,30.0,234.0,5374.0,,surf
1049,August,55.0,380.0,9547.39,,surf
1049,December,36.0,303.0,7472.530000000002,,surf
1049,July,44.0,296.0,8510.51,,surf
1049,June,46.0,341.0,8427.87,,surf
1049,May,42.0,300.0,7776.35,,surf
1049,November,44.0,308.0,10572.320000000002,,surf
1049,October,47.0,317.0,6189.0599999999995,,surf
1049,September,52.0,356.0,10160.800000000003,,surf
1050,April,50.0,353.0,17557.579999999998,,ultimate
1050,August,51.0,358.0,15211.45,,ultimate
1050,December,52.0,299.0,17044.120000000006,,ultimate
1050,July,63.0,430.0,16132.820000000002,,ultimate
1050,June,55.0,471.0,11573.999999999998,,ultimate
1050,March,23.0,135.0,5942.6,,ultimate
1050,May,62.0,418.0,16769.289999999997,,ultimate
1050,November,57.0,413.0,14227.189999999999,,ultimate
1050,October,53.0,307.0,24534.68,,ultimate
1050,September,57.0,371.0,16997.27,,ultimate
1051,December,29.0,173.0,10369.73,60.0,surf
1052,December,177.0,1200.0,26633.749999999996,266.0,surf
1052,November,27.0,207.0,4650.4,52.0,surf
1053,August,64.0,479.0,21209.15000000001,13.0,surf
1053,December,47.0,311.0,15720.479999999998,12.0,surf
1053,July,3.0,18.0,855.57,,surf
1053,November,67.0,511.0,20020.41999999999,16.0,surf
1053,October,54.0,460.0,16830.64,13.0,surf
1053,September,61.0,386.0,22495.990000000005,21.0,surf
1054,April,6.0,32.0,8231.44,6.0,surf
1054,August,28.0,148.0,24096.239999999994,28.0,surf
1054,December,60.0,461.0,22992.690000000002,37.0,surf
1054,July,44.0,315.0,16285.920000000002,25.0,surf
1054,June,32.0,211.0,20824.09,24.0,surf
1054,May,37.0,278.0,17925.979999999996,27.0,surf
1054,November,27.0,204.0,20537.550000000003,28.0,surf
1054,October,37.0,256.0,21121.26,41.0,surf
1054,September,41.0,326.0,19633.480000000007,30.0,surf
1055,August,34.0,257.0,15189.85,94.0,surf
1055,December,38.0,253.0,15445.36,78.0,surf
1055,July,38.0,274.0,15625.709999999997,79.0,surf
1055,June,27.0,221.0,10709.680000000002,68.0,surf
1055,May,25.0,162.0,7534.64,48.0,surf
1055,November,28.0,231.0,14972.390000000003,95.0,surf
1055,October,44.0,297.0,19802.85,72.0,surf
1055,September,30.0,222.0,14305.199999999999,74.0,surf
1056,August,48.0,350.0,21623.82,37.0,surf
1056,December,74.0,455.0,24974.029999999995,42.0,surf
1056,July,8.0,73.0,3094.7199999999993,3.0,surf
1056,November,46.0,395.0,18495.809999999998,39.0,surf
1056,October,38.0,282.0,19099.82999999999,28.0,surf
1056,September,50.0,395.0,15961.9,37.0,surf
1057,December,158.0,1173.0,24450.059999999994,137.0,ultimate
1057,November,159.0,1027.0,35090.01999999999,111.0,ultimate
1057,October,162.0,1117.0,28474.230000000007,131.0,ultimate
1057,September,21.0,162.0,3818.3499999999995,21.0,ultimate
1058,December,88.0,646.0,9190.189999999999,26.0,surf
1058,November,76.0,566.0,7828.960000000001,29.0,surf
1059,April,29.0,217.0,3672.48,20.0,ultimate
1059,August,111.0,818.0,12895.01,65.0,ultimate
1059,December,95.0,734.0,20197.260000000002,66.0,ultimate
1059,July,100.0,712.0,13367.17,55.0,ultimate
1059,June,108.0,750.0,10894.02,64.0,ultimate
1059,May,111.0,863.0,11783.350000000002,76.0,ultimate
1059,November,98.0,734.0,15430.489999999998,66.0,ultimate
1059,October,86.0,715.0,17544.159999999996,58.0,ultimate
1059,September,95.0,806.0,15036.259999999997,63.0,ultimate
1060,August,62.0,478.0,12539.42,38.0,surf
1060,December,106.0,794.0,25061.819999999992,83.0,surf
1060,November,82.0,576.0,19076.569999999996,69.0,surf
1060,October,98.0,685.0,24445.769999999997,74.0,surf
1060,September,92.0,658.0,26256.750000000004,66.0,surf
1061,April,29.0,278.0,6716.8,17.0,ultimate
1061,August,87.0,595.0,18424.54,71.0,ultimate
1061,December,83.0,531.0,23815.850000000002,93.0,ultimate
1061,July,78.0,544.0,21455.149999999998,58.0,ultimate
1061,June,75.0,499.0,20446.710000000003,49.0,ultimate
1061,May,107.0,728.0,20773.119999999995,61.0,ultimate
1061,November,68.0,446.0,18752.519999999997,56.0,ultimate
1061,October,95.0,694.0,16449.920000000006,54.0,ultimate
1061,September,80.0,613.0,24854.16,63.0,ultimate
1062,April,46.0,301.0,14580.189999999997,5.0,ultimate
1062,August,34.0,227.0,18914.74,9.0,ultimate
1062,December,39.0,260.0,14550.1,9.0,ultimate
1062,July,46.0,314.0,13648.370000000003,13.0,ultimate
1062,June,33.0,244.0,12513.16,8.0,ultimate
1062,March,14.0,85.0,8604.210000000001,,ultimate
1062,May,46.0,355.0,15627.569999999996,13.0,ultimate
1062,November,30.0,182.0,17936.98,7.0,ultimate
1062,October,36.0,310.0,17328.779999999995,8.0,ultimate
1062,September,36.0,207.0,14532.519999999997,8.0,ultimate
1063,December,13.0,100.0,9994.54,,ultimate
1063,November,9.0,67.0,10936.699999999997,,ultimate
1064,August,80.0,632.0,22240.820000000003,15.0,surf
1064,December,62.0,438.0,18268.829999999998,26.0,surf
1064,July,73.0,474.0,15403.260000000004,24.0,surf
1064,June,24.0,153.0,6572.2300000000005,3.0,surf
1064,November,75.0,528.0,15201.330000000002,21.0,surf
1064,October,93.0,644.0,18068.96,19.0,surf
1064,September,83.0,563.0,17233.66,25.0,surf
1065,December,73.0,469.0,18099.73,28.0,surf
1065,November,80.0,626.0,19927.4,29.0,surf
1065,October,87.0,723.0,17044.92,29.0,surf
1065,September,28.0,211.0,9153.050000000001,14.0,surf
1066,April,57.0,461.0,22187.519999999993,32.0,surf
1066,August,49.0,384.0,19871.340000000007,43.0,surf
1066,December,70.0,510.0,17529.090000000004,29.0,surf
1066,July,56.0,370.0,19876.94,36.0,surf
1066,June,76.0,457.0,16588.019999999997,34.0,surf
1066,March,52.0,340.0,13691.490000000002,31.0,surf
1066,May,63.0,443.0,21603.410000000003,27.0,surf
1066,November,52.0,391.0,21029.789999999994,37.0,surf
1066,October,56.0,410.0,21231.79,36.0,surf
1066,September,66.0,514.0,20870.809999999998,31.0,surf
1067,December,53.0,344.0,15944.510000000006,20.0,surf
1067,November,57.0,413.0,20371.699999999997,39.0,surf
1067,October,56.0,470.0,20750.309999999998,29.0,surf
1067,September,11.0,70.0,3912.890000000001,11.0,surf
1068,August,34.0,224.0,14672.279999999999,,surf
1068,December,39.0,271.0,17421.529999999995,,surf
1068,July,36.0,244.0,14329.650000000001,,surf
1068,June,35.0,294.0,15171.839999999998,,surf
1068,May,14.0,116.0,6540.1,,surf
1068,November,34.0,207.0,13994.14,,surf
1068,October,30.0,304.0,19290.340000000004,,surf
1068,September,26.0,158.0,11973.640000000001,,surf
1069,December,102.0,714.0,14820.660000000003,98.0,ultimate
1069,November,85.0,648.0,11538.48,102.0,ultimate
1069,October,82.0,537.0,11498.07,119.0,ultimate
1069,September,26.0,218.0,8293.230000000001,51.0,ultimate
1070,December,45.0,318.0,15401.48,17.0,surf
1071,August,74.0,521.0,13747.5,,surf
1071,December,67.0,467.0,20631.8,,surf
1071,July,81.0,582.0,19569.61,,surf
1071,June,61.0,358.0,12655.470000000003,,surf
1071,May,24.0,166.0,6403.869999999999,,surf
1071,November,57.0,456.0,14871.3,,surf
1071,October,69.0,542.0,13054.550000000001,,surf
1071,September,59.0,457.0,11812.599999999999,,surf
1072,August,86.0,630.0,26667.579999999994,20.0,surf
1072,December,71.0,420.0,34185.21000000001,18.0,surf
1072,July,48.0,365.0,17252.989999999994,6.0,surf
1072,November,76.0,471.0,32988.66,17.0,surf
1072,October,79.0,614.0,26967.600000000002,15.0,surf
1072,September,82.0,576.0,26346.81000000001,18.0,surf
1073,April,36.0,231.0,14511.979999999998,,surf
1073,August,34.0,220.0,16832.09,,surf
1073,December,39.0,402.0,16570.14,,surf
1073,July,44.0,325.0,15329.239999999998,,surf
1073,June,45.0,324.0,13237.640000000005,,surf
1073,May,41.0,275.0,14296.740000000002,,surf
1073,November,39.0,316.0,12278.82,,surf
1073,October,50.0,334.0,13235.859999999995,,surf
1073,September,30.0,197.0,12566.120000000003,,surf
1074,December,90.0,618.0,10802.820000000002,,ultimate
1074,November,11.0,105.0,866.51,,ultimate
1075,December,28.0,237.0,15267.35,51.0,surf
1075,November,22.0,120.0,8632.349999999999,64.0,surf
1075,October,33.0,210.0,11724.69,81.0,surf
1075,September,17.0,121.0,10018.480000000001,48.0,surf
1076,August,54.0,395.0,25517.580000000005,156.0,surf
1076,December,60.0,395.0,15440.81,132.0,surf
1076,July,4.0,29.0,113.74,9.0,surf
1076,November,57.0,383.0,21318.640000000007,139.0,surf
1076,October,50.0,315.0,21310.96,159.0,surf
1076,September,53.0,364.0,23134.42,145.0,surf
1077,April,95.0,746.0,16964.500000000004,57.0,ultimate
1077,August,132.0,734.0,21343.469999999994,79.0,ultimate
1077,December,109.0,843.0,18543.85,79.0,ultimate
1077,February,111.0,776.0,19926.55,67.0,ultimate
1077,January,42.0,290.0,10635.640000000001,37.0,ultimate
1077,July,110.0,808.0,19615.47,73.0,ultimate
1077,June,100.0,716.0,15390.56,81.0,ultimate
1077,March,107.0,711.0,20689.95,72.0,ultimate
1077,May,85.0,655.0,23068.75,77.0,ultimate
1077,November,125.0,845.0,22288.999999999996,56.0,ultimate
1077,October,89.0,537.0,20861.039999999997,63.0,ultimate
1077,September,119.0,856.0,19443.409999999996,63.0,ultimate
1078,December,14.0,86.0,12485.130000000001,32.0,surf
1078,November,16.0,94.0,8193.15,36.0,surf
1079,August,107.0,841.0,21227.569999999992,71.0,surf
1079,December,103.0,839.0,13852.37,84.0,surf
1079,July,7.0,41.0,1432.5,7.0,surf
1079,November,105.0,687.0,13800.59,66.0,surf
1079,October,108.0,732.0,17375.899999999994,71.0,surf
1079,September,92.0,636.0,17984.350000000002,97.0,surf
1080,August,,,20519.739999999998,31.0,surf
1080,December,,,24543.420000000002,61.0,surf
1080,November,,,33559.88,50.0,surf
1080,October,,,30161.569999999996,59.0,surf
1080,September,,,25499.72,64.0,surf
1081,April,3.0,16.0,92.31,3.0,surf
1081,August,39.0,263.0,15950.300000000003,28.0,surf
1081,December,28.0,216.0,17865.730000000003,26.0,surf
1081,July,35.0,196.0,15745.27,32.0,surf
1081,June,33.0,307.0,18137.88,28.0,surf
1081,May,43.0,299.0,14482.730000000001,23.0,surf
1081,November,30.0,181.0,13776.53,31.0,surf
1081,October,25.0,212.0,14885.800000000001,26.0,surf
1081,September,31.0,185.0,17618.37,34.0,surf
1082,April,32.0,190.0,6874.380000000001,15.0,surf
1082,August,89.0,680.0,19901.620000000003,30.0,surf
1082,December,96.0,741.0,22153.829999999998,31.0,surf
1082,July,82.0,549.0,13257.650000000001,30.0,surf
1082,June,95.0,665.0,17955.579999999998,22.0,surf
1082,May,105.0,705.0,14537.340000000004,28.0,surf
1082,November,83.0,637.0,18821.370000000003,15.0,surf
1082,October,97.0,605.0,17844.19,38.0,surf
1082,September,86.0,617.0,13554.399999999996,34.0,surf
1083,December,44.0,388.0,20914.25,9.0,surf
1083,November,63.0,527.0,17894.500000000007,11.0,surf
1083,October,5.0,17.0,2911.0299999999997,4.0,surf
1084,December,103.0,720.0,27859.08,81.0,surf
1084,November,123.0,894.0,20587.479999999996,93.0,surf
1084,October,29.0,233.0,7833.110000000001,36.0,surf
1085,August,4.0,12.0,1889.0700000000002,,ultimate
1085,December,81.0,589.0,25194.50999999999,,ultimate
1085,November,79.0,525.0,25059.510000000002,,ultimate
1085,October,67.0,582.0,22638.420000000002,,ultimate
1085,September,59.0,434.0,22527.129999999994,,ultimate
1086,December,46.0,337.0,24775.81,74.0,ultimate
1087,December,57.0,412.0,12425.47,47.0,surf
1087,November,17.0,170.0,6787.429999999999,18.0,surf
1088,August,29.0,240.0,19089.649999999998,42.0,ultimate
1088,December,22.0,180.0,17376.54,68.0,ultimate
1088,July,36.0,304.0,14818.529999999999,46.0,ultimate
1088,June,29.0,242.0,15980.019999999999,37.0,ultimate
1088,May,3.0,22.0,2489.5,8.0,ultimate
1088,November,34.0,231.0,19375.059999999998,47.0,ultimate
1088,October,27.0,191.0,12191.830000000002,53.0,ultimate
1088,September,31.0,211.0,15253.79,57.0,ultimate
1089,December,,,16597.91,27.0,surf
1090,August,48.0,335.0,22497.530000000002,22.0,surf
1090,December,45.0,286.0,14337.62,31.0,surf
1090,July,40.0,297.0,27591.60999999999,24.0,surf
1090,June,47.0,313.0,15487.23,27.0,surf
1090,May,32.0,186.0,9592.09,19.0,surf
1090,November,62.0,469.0,21358.72,24.0,surf
1090,October,74.0,453.0,13111.490000000002,21.0,surf
1090,September,55.0,410.0,17343.940000000002,21.0,surf
1091,November,72.0,532.0,6402.09,51.0,ultimate
1091,October,42.0,311.0,3632.92,35.0,ultimate
1092,December,74.0,614.0,22419.61,19.0,surf
1093,December,37.0,248.0,4837.79,17.0,surf
1094,December,108.0,739.0,23957.210000000003,49.0,surf
1094,November,140.0,962.0,28448.399999999994,50.0,surf
1094,October,1.0,0.0,1728.71,,surf
1095,April,5.0,39.0,4392.78,1.0,surf
1095,August,14.0,102.0,15474.53,7.0,surf
1095,December,22.0,146.0,18523.180000000008,11.0,surf
1095,July,18.0,97.0,15825.759999999998,14.0,surf
1095,June,16.0,88.0,12560.199999999999,7.0,surf
1095,May,27.0,186.0,13795.630000000005,11.0,surf
1095,November,21.0,151.0,18290.77,17.0,surf
1095,October,28.0,171.0,13619.649999999998,11.0,surf
1095,September,19.0,115.0,15110.190000000002,16.0,surf
1096,December,21.0,141.0,7159.740000000001,14.0,ultimate
1097,August,19.0,185.0,4130.0599999999995,,surf
1097,December,116.0,812.0,19175.92,,surf
1097,November,95.0,624.0,20539.169999999995,,surf
1097,October,104.0,695.0,17220.949999999997,,surf
1097,September,106.0,711.0,12047.300000000005,,surf
1098,August,46.0,329.0,17686.539999999997,51.0,surf
1098,December,57.0,445.0,28876.32000000001,98.0,surf
1098,November,68.0,459.0,31063.770000000008,89.0,surf
1098,October,95.0,644.0,30885.97000000001,89.0,surf
1098,September,79.0,550.0,29244.369999999995,99.0,surf
1099,April,72.0,528.0,15861.63,15.0,surf
1099,August,62.0,439.0,16692.58,31.0,surf
1099,December,82.0,544.0,16293.440000000002,31.0,surf
1099,February,7.0,39.0,599.78,3.0,surf
1099,July,74.0,444.0,13238.130000000001,29.0,surf
1099,June,61.0,423.0,14416.46,11.0,surf
1099,March,93.0,728.0,20857.74,22.0,surf
1099,May,78.0,512.0,20522.510000000002,25.0,surf
1099,November,86.0,719.0,15144.539999999997,24.0,surf
1099,October,72.0,515.0,20462.739999999998,24.0,surf
1099,September,74.0,493.0,17353.260000000006,24.0,surf
1100,August,26.0,230.0,15115.12,36.0,surf
1100,December,45.0,306.0,21906.660000000007,73.0,surf
1100,November,52.0,366.0,24672.970000000005,47.0,surf
1100,October,40.0,252.0,16753.370000000003,64.0,surf
1100,September,67.0,497.0,18948.950000000004,45.0,surf
1101,April,18.0,174.0,1832.63,19.0,surf
1101,August,54.0,456.0,15143.180000000004,106.0,surf
1101,December,64.0,352.0,9104.089999999998,85.0,surf
1101,July,47.0,302.0,14207.54,66.0,surf
1101,June,67.0,458.0,14432.430000000004,70.0,surf
1101,May,49.0,362.0,17296.929999999997,81.0,surf
1101,November,60.0,455.0,12178.0,65.0,surf
1101,October,63.0,474.0,15815.910000000007,78.0,surf
1101,September,55.0,462.0,12907.320000000002,78.0,surf
1102,December,60.0,430.0,6491.349999999999,45.0,ultimate
1103,August,25.0,167.0,13561.660000000002,15.0,surf
1103,December,53.0,397.0,18351.86,36.0,surf
1103,November,48.0,315.0,21279.430000000004,30.0,surf
1103,October,50.0,373.0,19214.54,35.0,surf
1103,September,59.0,445.0,18619.470000000005,24.0,surf
1104,December,4.0,11.0,9360.99,25.0,ultimate
1105,December,119.0,871.0,10987.220000000003,104.0,surf
1105,November,120.0,839.0,11937.489999999998,93.0,surf
1105,October,67.0,439.0,9664.699999999999,46.0,surf
1106,August,76.0,593.0,23732.099999999995,,surf
1106,December,67.0,569.0,22147.94,,surf
1106,July,84.0,603.0,18682.760000000002,,surf
1106,June,77.0,506.0,18617.0,,surf
1106,May,35.0,174.0,13256.110000000002,,surf
1106,November,75.0,562.0,25163.24,,surf
1106,October,68.0,483.0,19170.180000000008,,surf
1106,September,81.0,504.0,28192.489999999994,,surf
1107,December,41.0,320.0,18422.659999999996,46.0,ultimate
1107,November,14.0,59.0,5209.57,19.0,ultimate
1108,December,,,233.17,,ultimate
1109,April,29.0,213.0,8246.83,,surf
1109,August,77.0,514.0,10660.34,,surf
1109,December,66.0,467.0,12497.47,,surf
1109,July,78.0,523.0,20005.699999999997,,surf
1109,June,78.0,572.0,12202.07,,surf
1109,May,60.0,437.0,12630.880000000001,,surf
1109,November,68.0,465.0,11015.089999999998,,surf
1109,October,67.0,602.0,10290.619999999999,,surf
1109,September,53.0,407.0,12191.51,,surf
1110,August,56.0,278.0,24671.51,59.0,surf
1110,December,60.0,430.0,21214.499999999996,50.0,surf
1110,July,72.0,537.0,20312.239999999994,61.0,surf
1110,June,52.0,403.0,24115.41,74.0,surf
1110,May,13.0,71.0,7247.610000000001,12.0,surf
1110,November,54.0,390.0,20229.84,34.0,surf
